text,labels
Ye aik acha mobile phone hai ,Pos
Best hai sb kuch lekn charging timing bi achi hai .  Fast charging b support krta hai ,Pos
assalam o alikum p20 lite kbhi mat khredna bhaiii logo. mate 10 lite us sy 100 dejy bhtr or sasta bhi hey. p20 lite ke battery draining bht ziada hy use na bhi kro be kro to battery use ziada hote hey. or agr use kro to jldi khtm hote hey. gaming mai battery bhot jldi zaya hote jabk bhoot jldi garam hojata hry. processor iska or mate 10 lite ka same hy camera bhi same hey is ly p20 lite kbi mt lana floop set hey yeh i recommend u mate 10 lite lkn mate 10 lite ke bhi battery draining ziada hy lkn p20 sy bht bhtr hy. Thank u,Neg
kams kam is ki keemat honi chahey 26 se 28 hazar,Neg
Aoa every body ma aj hi yeh phone set le kar aya hun india se nice cell hai kisi ko chahiye tu mangwa donga contact me 03035612745,Neu
A3 2017 kb tk launch hoga pakistan me?,Neu
"kamal ka set hai, slim & smat, ye mobile kab tak launch ho jaye ga or is ki price kia hai?",Pos
Samsung market in Pak is about to end... Huawei mate 10 lite and mi a1 is best phone in this range... With 64gb and 4gb..,Neg
"A3 2017 for sale for 22000 only. 10/10 Excellent condition. NOT a single scratch, used only 5 months with extreme care.....without Warranty. Box with charger. ..0321-3314258",Neu
Kia is mobile me 4g ka sahe speed at a hai.,Neu
New functions hmare kisi kam k nae hotay.na hy samsung walay time pay updates bhejtay.Huawei zinda baaad.100 time better,Neu
Great Device Great Display updated On Oreo 8.0 with Samsung Experience version 9.0 for more information contact me at my number 03452400379 I'm not a Saler,Pos
"samsung galaxy a3 2017 ka rate kal tk Rs. 29,999/- tha or aaj Rs.3,333/- show ho raha hy.. Kia ye drust hy.? plz Correction/Confirm krain. ye boht acha set hy.. battery timing 2 din, camera results awesome & speed boht Aahla hy..",Neg
Sb friends ko meri advise ha ye set duniya ka ghatiya tareen set ha features check kro and price dekho samsung walon ko tu goli mar deni chahia in sy achy set tu huawie k hain lanat ha is company pr itny coslty set bna rhy hain 3rd class material ha is may,Neg
Bhai jo great cell keh rahy hain zara is ki battery check kro 3rd class cell hai mery khayal me,Neg
AoA can anyone tell who used a3 2017 about its camera quality,Neu
"A-O-A Samsung A3,A5,A7-2016 Have batter shape and lock rather than 2017 addition. so think about the shape of A series should be change or not.",Pos
"Yeh 2017 hai hazaroon options hain but A3 aur woh bhi itna mehnga!! nahi chahiyeh bhai Galaxy, pass rakho. lut program hay samsung ka",Neg
What a great phone i was waiting for this the slim and smallest samsung with awesome features. Im just gonna buy :) thanks Samsung,Pos
A.O.A awsome phone ankhain band kr k le lo superfast..multitasking mei b fit hai.battery timing to bht achi hai any opinion03345172128,Pos
New functions hmare kisi kam k nae hotay.na hy samsung walay time pay updates bhejtay.Huawei zinda baaad.100 time better,Neg
Display size 5.0 b nahi hey too much high price,Neg
Specs k lehaz se to much price or performance k lehaz se double too much price or manufacturing b bkwas haiiski price 20 hzar tk smj me ati hai mere personally test or experience k hisab se....is se bhtr qmobile 6s hai,Neg
Samsung in this range price is very high their brands pakpattan,Neg
These specs in this price?! are they charging extra 10k for the water-proofing alone? huawei zindabad!,Neg
Mobile bht ala hai but price bht zyada hai iski prce 27 tak honi chahiye thi,Neg
Awesome Set with multi functions and new features.,Pos
Samsung Walom Ka Dil Karta Hai Set Sale Karne Ka Lekin Humare Pakistan Mein Jo Haram Khor Bethe Hain Wo Tax Bahut Ziada laga Dety Hain Is Liye Pakistan Mein Mehnga Mil Raha Hai India Mein Yehi Set 22000 Ka Hai....... Pakistan Zindabad,Neg
pehly itna intazar karwaya or jub set launch howa to itna mehnga Dur fity muuunnn Samsung walon ka sharam name ki chiz hi ni reh gai in main,Neg
"Chor Bazaari by Samsung, Huawei Honor 6X is tooooooo much better than Samsung.",Neg
AB YE MOBILE PAKISTAN MEIN A GYA HAI LAKIN PRICE BHUT HIGH HAI 34000 NON WAREENTY .03215716841,Neg
"Ye 1 bohot hi acha phone hai Samsung ki taraf se mujhy 2 months hue hain leye hue speed bohot behtreen hai, battery timing bohot achi hai or 25 watts ki fast charging itni bari battery ko sirf 1:30 ghanty me charge kardeti hai, or new August update me is ka fingerprint bhi pehly se bohot better ho gaya hai or camera me new night mode or video recording k liye super steady mode bhi aa gaya hai, I love this phone.",Pos
A20 lay lo mai use kr raha hoon har leehaz say perfect hai every thing is mind blowing...... If any query contact 03469770176,Pos
finger print ka update a gaya apna phone update kary finger print bahot fast ho jaye ga ak yahe masla tha es phone mai ab ya ak mokmal phone ban gaya hai,Pos
Me ye mobile 2 weeks sa use kar raha hn mjhe to ye bohoot passand aya ha personaly.bcz isme sara wo features ha jo ksi bhe mobile user ko chaye mjhe to persnoaly bohoot passand aya ha mene ye mobile games kelea lia ha or game lerformance bohoot awasome ha videos ka result bohoot clear ha mjhe to passand aya ha bake har ik ka apna alag opinion hota ha,Pos
real words..screen best super amoled hay but finger print sensor slow hay..back per plastic hay jis per stretch perh jate hay..volume kam hay..battery good hay full day nikal jata hay..video banate hoye shaking kerta hay matlab eos function nahi hay jis se stability rahe..indoor camera acha nahi hay..gaming per heat nahi hota..price 57000 new ke hogaye hay kyunke a70s upgrade model aaraha hay so is ko filhal na len,Pos
Mai ne sb k comments parhy hayn hr koi isko sale krna chahta hay ..o bhai btao to sahi iss set m defect kia hay .hr kii issy sale kyun krna chahta hay ???,Neu
Samsang A70 bohat acha mobile ha use may kmaal ha batri tu and ha camra bhi bohat acha back farnt ,Pos
Samsung ne amazing price me lunch kr diya ha 61k specs k hisab se boht achi price ha,Pos
Is mobile ki specs kafhi achi ha lekin weight thora kam hona chahyie tha processor Kam se kam snapdragon 835 and water plus dust proof lekin phr bi Samsung ne pehli bar bohat achi series Nikali hain with respect to price and battery,Pos
es phone may sirf ek kharabi hai k eska finger print sensor bohat slow hai balkay 3rd class hai.,Neg
Me kuch dino se use kr rha hu awsome device h hr lihaz se. Bro ankhen bnd kr k le lo. Pehli dfa samsung walo ne acha mobile launch kiya h.,Pos
"1 week se use kr raha hn...bakwas phone hai... fingerprint hi nahi leta..3,4 try k bad ja kr fingerprint accept krta hai ya phr password se unlock kro mob.. fazool tareen bio-metric sensor hai iska.. dil krta dewar me de maro phone ko jb b unlock krny ki koshish kro",Neg
plz yeh set lay ker dhoka mat kahyn... fazul tareen set hy battery k lehaz se bus look achi hay,Neg
kya yeh phone pink color me available hai??,Neu
it should be of 32000 in pak currency....!!!... justified price..,Neg
"gd but less battery big screen 5"" processor also not great .its prize will soon drop to below 35thousand",Neg
Bhai koi btaye ga is me notification light h ya ni battery timing kasi h,Neu
not not galaxy koie b mobile ho us k night movi chaek karo achi nhe huti uor q mobile koie b night movi chaek karo ap logo ka wahim kahit ho jaie ga q best mobile,Neg
bhai iqbal mjhy b ye set lena h ap btaen ye dual sim h ya singl sim hy r apne ktne ka liya hy plz tell me,Neu
Yaar kmaal ka seat hay camera to supar hay tuch bahut fast hay batery timng bhi achi hay mujhy to har lihaz say acha lga hay mane 4din say istmal kar rha hon koi masla nahi hay,Pos
Ye set 30000 tak ka honna chahiye tha..bht mehnga h. Is se acha s4 le lay..,Neg
Frndz ye set km se km 35000ka hona chahye thaa,Neg
Iss sai behter banda honda cd 70 lai lay.lagta hai samsung pak pagal ho gya hai how stupid they r....ya phir iss kei price 145000 rakh dty ta k log comment bhi na kartay.,Neg
iss sy to bther ha banda samsung s4 quad core ly ly much better then this,Neg
"is sy acha Huawei Honor 6 hai 3gb ram ha Processor Octa-core, 1.5 ha or ya 40hazar me mil rha hai",Neg
Hi friends abhi 10 ya 15 din ruk jao jab ye set sail nai ho ga to is ki price khud hi kam kar dain gay. Main to socha tha k is ki price maximum 30000 hogi. Agay company walon ki marzi.,Neu
is say beter hay bnda glaxy S4 lay ya phr alpha lay lay ye to samsung ka sb say ghutia tareen phone reason its high price,Neg
Is sy behtar hai banda s4 na ly ly 36000 mai :/,Neg
Hi friends' KB aaye ga market me ye mobile? Koi bta skta he? I want to purchase this mobile.,Neu
Hi friends ye set junary k frist weak ma a raha hai or is ki price 31500 hai,Neu
"slam friends can any 1 tell when these sets(A5,A3) are going to releaz",Neu
"double sim main 3g or 4g set hai 13 mp k sath ye set km se km 50,000 sy zada ka hai",Pos
battery non-removeable hy to price kam hi hoga,Neu
kamal set hain A5&A3 bt in ki price 30000 sy 35000 k darmian honi chahye,Neg
"2gb ram , 13mp camera. 40-50000 tk hogi.",Neu
Expected price in Pakistan??????????,Neu
"Kamran sahab.... yeh QMobile nahi hai... Samsung hai....agar yeh 22,000-25,000 ka hai to plz Pakistan ma yeh release hote saat h itni tange ma aap mjhe yeh dilwa dijiye ga ..... thanks :-)",Neu
kaml ka set ho ga.lekn price kam ho ge to bht sail ho ga,Pos
Ye set kesa hy aur betry timing kesi hy plz tell me,Neu
Thora mahnaga hay.but fantastic phone hay.....m satisfied,Pos
"dear sir please update call recorder in galaxy A5 operating system, it is very necessary for businessman. spacial request",Neg
es say to 200time bhetr hai huwaei mate 9 ab samsung ka miyar wo nai raha,Neg
Plz koi bta sakta h iska result kesa hy,Neu
Asalama Alikum Muje acha laga ager ap whatsmobile.com.pk k zarye apny mobile sale kerin toh kafi jaldi ho jaty hain sale ....lekn as mein logoon ko raye b deni chaye koi set kitna acha hai Muje pochna tha Samsung A5 set kesa hai ore kon se color mein lena chaye silver black ya Golden color mein...Muje Sub dost zrore pteye ga..Apni raye Zrore dejye ga...Thank you.,Neu
A5 boht acha mobile hy look boht zbrdst hy or is ki sides bilkul khrb ni hoti.. camera bhi 1st class hy nd batery timing zra km hy.. lcd boht best hy..,Pos
bhai koi btayega is ki battery timing kesi he? ek din hai k nahi,Neu
Hello friendzzz a5 ksa h mjy koi bty ga.....,Neu
"30000 ka ye lena hay tu s5 q nahi, samajh mai nahi arahi ye bat? this should be between 15k to 20 k",Neg
Salaam dosto keya ap mujhy yh bta sakty hen k yh mub usb uthata he.,Neu
Dear Friends.... Koi maj ko Sumsung A5 ka bara ma information da sakta ha So plzzz.. Ka ya mobile kasa ha. 03133120125 Lhr,Neu
dear a5 per micro usb kaise chale gi,Neu
"Iss sy too behtr hai xperia z2 lay lay bandaa... 3 gb ram, 20.7 mega pixel camera aur 4K video banata hai.... Price 40,000",Neg
bahiyon Samsung A5 double sim .. kesa set hia? or timing or camera kesa hia ?... plz reply me ..,Neu
Samsung galaxy A5 ka new price kia chal raga he. Korangi 0344.1128964,Neu
Its too costly cell phone.... Its price should be maximum 25000,Neg
Ring tone volume sound kaisa hai ?,Neu
Yar kuch logologo kay pass set hota nhi asas fake price kam kr kay dal daty hn so Jin kay pass hy wo us say kam price datlta hy so plz apny set ke price kam na krny,Neu
Plz.koi is set ki bettery timing ka btaye ga k net pe kitna time nikalati hai.. aur stand by kitna?,Neu
Koi bhai bata sakta hai k is phone ki 4G LTE per battery timing kya hai???,Neu
koi bata sakta hai iski battery timing kesi hai?,Neu
battery timing achi hai iski aur camera to fit hai aur agar ap net chalate ho to 1 din nikal jati hai battery agr call aur sms karo to 2 din aram se nikal jati hai aur slim and smart phone,Pos
It is an amazing cell phone.Cam Result is outclass.Its best for selfies lovers.Processer is brilliant.Look wise its touching and dashing.,Pos
Bht hi kmal ka mobile ha bs next week rate down ho ra h ma 1 or purchase krna h apni lifevma aisa set phli dfa use kia h ma be kia kml ki battery ha just white or silver colour ma grace h baqi sub beqar,Pos
Samsung walo ka dumagh kharab ho gaya hai is set main 2 GB RAM kay ilawa aur kia acha hai jo iski price 45000 rakhi hui hai samsung just wait and watch LUMIA 640XL is about to come .... Jesy LUMIA 535 nay tumhara CORE2 or galaxy grand prime fail kia wesy hi LUMIA 640XL tumhary is set ko beat kary ga with a cheap price....,Neg
Koyi bta sakta ha ye kasa ha or hang to nai hota,Neu
Sumsung a5 sy acha j5 ha bhai m use kr rha hun 3month sy a5 m ny lia tha py 15din bd sale kr dia q k acha nae tha mob,Neg
yarr koi bhai wala mashwara deh du k a5 kesa set hai ap log kyu sale kr rhy ho maine daba pack lena hai or kitny ka miy ga or original hai ya korean kesy pata lagy ga plz bato yar heat up tou nhi hota i m waiting,Neu
Samsung galaxy a5 6 months warranty My location is iqbal town lahore Final hai 30500 9.5/10 condition Lahore only 03404666922 Blue color,Neu
A5 Zong ka 4g support kerta hai kiya???,Neu
A5 dual sim 4g ... saudia se aya hai just 2 weak use hai ... complete box ... hai ... wid screen ... glass protectr ..and cover .. 32k ... islamabad 03325950929 Pearl white color,Neu
Me ne aaj lya hai bohat acha set hai.kamal hai note 4 sy acha hai,Pos
Bhai koi mujhe bata sakta hai k yeh Upgradeable hai k nahi.. Kya A5 kitket se lollypop main update hota hai k nahi.. Please bhai bata do mujhe yeh set lena hai. Par main sirf isi wajah se ruka hua hoon..,Neu
Set bohat acha ha specs wise... but battery bohat he fazool. dnt waste ur money,Neg
just 16gb with no card slot....nops i dont wanna spend 45k on this shit.,Neg
Donoo sim active aur memory card ki alag slot hoti to kia baat thi,Pos
Hasan bhai set bohat acha hai ankhey band kar k le lo koi issue NAHI hai. jis bhai ko b kuch pouchna ho wo call kar ley muje 03014456133,Pos
Abid Bhai m 3 months se ye set use kr rha ho. very good phone. speed like a rocket. very very good set,Pos
G bhai is k front cam ma flash light h or ya set bohat axha h,Pos
y pas c7 hai aur iski awaz mukamal off ho jati hai ya reset kron tu aati hai ya kafi der bad khud thek ho jata hai kisi kokoi idea ho is problm ka tu plz tell me03005559202,Neg
bhai koi bata sakta hai Samsung C7 main whatsapp voice call theak chatli hai ?? maine 2 bar liya tha dono sets main same problem thi voice call par awaz nhi jati thi.,Neu
Assalam O Alikum .lagta hy yeh set koi acha nai hy ab fault koi bhi nai bta raha just sb keh rahay sail karna mtlb acha nai hy,Neg
koi btaey ga k C7 local waranty mn hai pakistan mn ya International warranty mn mil jata hai ?,Neu
har lehaz sy acha he bettri kmal ki he cemra bhut bhut acha . ankhen band kr k le lo,Pos
C7 main led notification light nhi hy. Magar c5 main hy,Neg
C7 kahan aa chuka hai bro ... Display to theek hai battery 4120 hony chahye thi ...,Neg
ya set ki battre 4000 mah aur display 5.5 hona chahiye tha,Neg
Bro C7 Kis city me aa chuka hai ?,Neu
Ya phn market mai tabai machay day ga bss ek dfa jbb ay gya loog dosra phones ko boll e jay ga is the best allah kara eid tk ya releaase ho jay ameen.,Pos
Aj he phone China me in release go guys he.pak me in kub available ho gye pata ni.,Neu
C7 kab aarha hai market main...I waiting for it.,Neu
yar conferm bta de koi k ye pakistan me kb release ho raha h......,Neu
mobile to buhat acha he par price thori kam ho to zyada achaa he,Pos
Dosto ye mobile kb release ho raha hy ?,Neu
Zabardast mobile ha full premium. har lehaaz se best ha. bas koi muje root karne ka tarika bata de sirf ye set mujse root nhi hua koi help karde 0303-4434339,Pos
Kya koi yeh bta skta hai samsung c7 dono sims pe support krta hsi ya srf sim 1 pe. Is it support 4G on both sim or only on 1?,Neu
Is mai kon sa glass laga hai keya koi bata sakta hai,Neu
c7 awesome phn hai .battery time ni kamal .or 4k videos bi play karta h .chahy tu ap ultra hd videos play kar k dekh sakty hain .,Pos
Bohat acha battery time hai main 2 month se use kr raha hoon,Pos
Gyz koi btae GA ke ye set kesa hai use krny me is ki battery timing kesy hai or ye kya set heat up HOTA hai meny Lena hai or ye set use krny me kesa hai plz reply me..,Neu
plz koi bataiyega k.is py nougat 7 update hojata hy ya nai jazakallah,Neu
"yar is ka display resolution bht kam hai,,,only 1080*1920 jb k s6 porana model hy us mn 1440x2560 hai",Neg
bht hi lush mobile hai,Pos
love hai ya mobile,Pos
jis din pakistan main launch ho ga usi din main ln ga,Pos
Samsung series hamesha apny cusmoters ko narash nhi krti,Pos
Kamal mobile hai. Bayfikar ho klay lo,Pos
Yes set market my unofficial sale ho raha Hy iski koi warranty nahy Hy lehazaa aisy mobile na ly tu bahtr hai. Samsung ka koi check and balnce nhi hai,Neu
Log pagal hain sirf brand k nam sy impress ho k mobile khareed laity hain,Neg
Boht hi ghantya mobile hai .. main tu mana krn ga k koi na ly,Neg
Price mobile ki boht zayda hai. Itni acha nhi hai jitni is ke qeemat hai,Neg
agr kisi k pas samsung c7 ka penal ha to rabta kry. Mobile boht acha hai ise liay main is ko bechna nhi chahte,Pos
battery timing is ke kamal ke hai. Aur camera bhe kamal ka hai. Boht acha mobile hai.. ankhain bnd kr  bnda lay ly.,Pos
main apna mobile bechna chahta hn .. boht he ghatya mobile hai. Kal main shop  py jao ga aur mobile bech k a jao ga..Samsung boht acha brand hai is ko is trha k blunder nhi krny chaye,Neg
agr ksi ny paisy zaya krny hain ttu samsung mobile lay ly,Neg
Samsung k crazy follower taqreebn har jga pye jaty hain. Sirf brand k nam py biky hoye hain.. un ko nhi pta k kon sa acha mobile haii.,Neg
Har bnda yaha pr mobile bechnay py lga hua hai .. ise liay k mobile boht hi ghatya hai..,Neg
Koi mujhy btye ga k is ke specifications kiya hai.. main is ko khareedu ya na khareedo.,Neu
Main tu yahi kaho ga k mat hareedu agr paisy zaya krny ka shok hai tu phir bhe ksi achi jaga zaya kro,Neg
Mobile boht hi lush hai.. khareeed lo warna koi aur khareed k pachtana hi hai tum ny.,Pos
Kuch logo ke tu adat hoti hai keery nekalna. Mobile tu boht acha hai mgr logo k mu k taap kon lagye.,Pos
"Main ny ya mobile kuch din use kiya hai mgr ab mera dil kr rha hai bahr phank dn,, mgr nhi",Neg
main ya set 4 month sy use kr rha hn.. main tu ahu ga yahi mobile lo,Pos
Yr set tu achahy pjir log sell kiyun karna chahtay hain mujay nai samj at I,Neu
Boht hi slim mobile hai.. kafi dashing mobile hai.. love hai mera,Pos
dostun keya aap ny cemra chek keya he k raat ki pic saaf ni aati,Neu
Jo ap Dekh rahe ho mane b same ye feature he pic kiye han mere pas s6 tha mera plan bana tha s7 lene ka par us ka camera 12px ha mjjhe s7 se better c7 laga ha jo feature same han bus size me mjhe thora phone chota chaye ha c7 ka display 5.7 ha ur s7 ka 5.1 so ap kya kahte ho pr ye pakistan me lonch nhe hoa other country ka model lena pare ga bhai,Neu
"As Salaam o Alaikum, Zubair bhai maine bhi next monday ko new lena hai ap be fikar ho kae le lo maine note 5 cancel kar ke ye set choice kiya hai same feature hain camera 16 pixel hai buhat acha hai maine is se pehle j7 2015 use kiya hai uska camera hi kamal tha to ye 16 hai iska or zabardast ho ga ap ankhen band kar ke le lo gold colour best rahe ga maine bhi new hi lena hai gold mein 64gb",Neu
Mane C7 Lena Ha new agr koi bhai use kr rha ha tu mjhe btaye k use krne me kasa ha koi issue tu ya hang wagara tu nhe hota internet use krne par,Neu
main tu ya mobile sale krna chahta hn mujhy u ya mobile bilkul pasand nhi hai.. agr ksi ko pasand hai tu kindly mujhy msg kry. Thanks,Neg
boht hi ala mobile hai.. agr ksi ny kkhareedna hai tu mujh sy khareed lly. Main ny iphone ly liya hai.,Pos
Jisne ye set use kia ho please koi btaye kesa set hy mene lena hy please please help me 03057000449 03117940084 Please contact me,Neu
AOA Jis ne b set lena hai befikar ho kr le lo bohat acha set hai heatup or hang nai hota battery timing b achi hai or kuch log jo kehtey hai k is ka software update nai hota to gelt kehty hai hain main use kr raha hon or update bo ho geya hao nagut 7.0. for any information call me 0312-5040007,Pos
bhai koi bayate ga k ye daba pack kahan se mily ga in lahore aur warranty ho ga iss ki k nhi?,Neu
"boht e accha phone ha 1 week sa use kar ra hn pakistan ma abi non warrnty mill ra ha 34,000 rs camera or battry time owsome ha in my opinion 12hour gaming time ha wsy ise ma 24 hour aram sa nikal jata han set boht e slim ha itni prize ma ya samsung ka boht e accha phone ha for any questions contact me only whatsapp 03048216497",Pos
agr dekha jye tu ya mobile aqreebn har lehaz sy bahtr hai,Pos
Plzzz koi btay ga k ya mobile kesa hai iska camera kesa hai aur chalta kesa hai koi problm to nhi hai is me plzzz anything tell me,Neu
samsung c 7000 bohat acha set ha is ka camera result bohat hi acha ha jise chqhiye wo le sakta ha or bettery timing b bohat achi ha lakin is mai 6 version arhe ha check kar k mobile purches kare mere pas b ha C 7000 front white or back silver grey ha 64 GB jis jis nay lena ha wo te set le bohat hi acha ha her lehaz se...,Pos
plz c7 users isk camera result ka bataen kesa hai.?? plz camera aur battry ka bata dein..,Neu
main ny C7 bye krna hy... lekin main ny khbr suni hy k yeh cell Pakistan main lounge nhi hwa jis wajha sy PTA isko block kr rahii hy.. kiya yeh khabr sahii ....?? 0300-4650912,Neu
Yar his ne ye use kia via Zara ye tu btoue j kaise set hai...camera rezult or net rezult and battery timing,Neu
"Bhai Muhammad! Aap ne farigh ka to bata dia ..but kyun aur kis waja se farigh he, agar ye bata dein to sb ki help ho jaye ga. thora explain kr dein",Neg
Bhai ye phone farig hai is say acha samsung j7 Pro hai... Bohat aalaw funcion hain j7 pro k..ma nay new purchase kia hai or mere dost k pass c7 b hai ab wo c7 lay k pashta raha hai... J7 pro is best phone,Neg
Kia koi bta skta hai c7 Mai Dono Sims or memory card aik sath daal jaty hain?,Neu
Bhai ya mobile wrnty ma ni mil rha koi btay ga ya mobile pakistan bahawalpur ma kaha c milay ga,Neu
"Salaam, koi bata sakta ha ke ye phone pakistan mein launch hua bi ha ya nahi. Or jo with out warranty mein ha wo kitne ka ha main lahore mein orignal kahan se mile ga. Plz information chahiye.",Neu
Guys mai nai c7 lia tha ya cell vetnam ka ha waranty ma nae ha overal cell bht fit ha lkn jo cjez genun ha e nae iska faida e nae,Neg
AOA....Bhai koie bataye ga k Mobile Official warrenty main kaha se miley ga aur is k battery timing kesi hai is pe nougat update ho jata hai ya nahi aur 4G is pe chalta hai ya nahi.......Thank's Text Me 03054455063,Neu
friends ya nichy wali post meri ha or mny phone purchase krny k lye post kia ha sale k lye nhi kch dosto ko smjh nhi aa rhi wo mjhy calls kr rhy hn.. kindly ab kisi ny phone sale krna ho to call kry..,Neu
ya phon kasa ha plzzzz mujy batao mene ley na ha....,Neu
Aj LA ka aya ho Oppo A71 dhekte ha kasa ha,Neu
Oppo A71 boht fantastic ha or user friendly  ha or perfromace kamal ha ,Pos
Buht hi umdaa phone he. Achi battery timing aur intehai achi performance he. Camera buht hi zabardast he.. khaas toor par selfie main Beauty ka option. Aur jo log kehty hen ye phone kisi kaam ka nahi unhoon ny na hi isko istemal kia he aur na kar sakty hen..so ap befikr ho k lain ashaa ha phone ,Pos
A71 kis ny use kya ha koi prblm to ni ha is may Bahi plz a71 user only commint main ny buy krna ha ,Neu
OppoA71 ki price ab Pakistan mai kitni hai plz bta dain ..,Neu
"Please apna experience and opinion ishare krain agr use kiya ha Oppo A71. sb sale sale kr raey hyn idher kia mandi lgai hui hy? Pakistanio kbi kisi cheez ka sahe istmal b kia kro.,",Neu
hamare ha ek riwaj chal nikla he k jo cheez jis cheez k liye hoti he kbhi b uska use proper nhi kia jata. So jisny shi sy use kya ha wohi share kray experience ,Neu
har koi sale karna chahta hai ak ya 2 dn baad he kyun kyaa wjah ha ,Neu
Please koi bta dy kesa set hai ye ??????,Neu
A71phon Excellent phon ha camera touch bi boht acha or is ma function boht achy han agr koi lyna chahe to bagair tenstion k ly is sy achaa phon koi bi nhi,Pos
Salam to everyone. Bhai 17500 is new mobile ki whole sale price hai or aap sub pta nahi kyun shi ni bta  rahy ho. or yahan mobile sale ke liye nahi hai sirf opinion deni hoti hai mobile ke liye...,Neu
Fazool mobile hai oppo a71 na hi camera acha na hi speed pls naa lainaaa ,Neg
 oppo a71 kaaamal ha,Pos
mujhe ye old me chaiye hai koi hai jis k pass ha ,Neu
Oppo i best phone ha ..ye set  iphone  sy b asha ha  because r11 ne iphone ko beat kiya hai sell main. Ye set hang nahin chahe jo hojay is ki ram powerful hai 1gb qmbile ki 3gb ke brabar hai our ye color os 3.0 hia jo kise bhi mobile main nahin hai koi bhi new chez ho ye foran update ho jata hai .net pe serch karain tu pata chale ga ke ye phone kesa hai la Logon ki baton main aain..cell ankhain bnd krk lain ..fit ha ,Pos
Yar laghta hai ab oppo Waly b hamara sath mzaq kr re hai Jo b new set a rha hai gorilla glass kise mai b nhi hai Jo Hr mobile ki jaan Hota hai mujh jesy Boht se dost ab is wja se in models ko bekar smjh rhy hai...........oppo standrad girraaa rha aha apna bohtt ,Neg
Opp F1s Zabardast hay aur A71 bakwaas hay..full farig ha A71,Neg
Iski photo real nahi hai. Is set men front side finger print nahi hai na backside.diya kya ha cell main ?just body hi body ..kyaa thakar company ha ,Neg
Ye set kbi na lena Isse behtr A57 hai Wo box pack 21 ka hai har lehaz se behtr Hai is set ki price 14000 tk honi chahiye thi. or Iski price 2 months to 13000 ki ho jani ha kyun k ha nii koi ashy features is cell main ,Neg
koi mje bta skta hai k oppo f1s ziada better hai ya oppo A57.in mn se overall better kia ha?,Neu
kuch khasss ni ha is phone jo is py paisy lgaey jaein ..bekar jany paisy,Neg
Intahi bekar set Fingerprint bhi nai ha mediatak ka processor ha Is say acha Oppo A57 lay lain..ye to bilkul hi maraaa huaaa ha ,Neg
Kia bkwas mobile hai yr... 16 gb or usk bad fingerprint sensor b nai..or jo ha wohh b sbb farig,Neg
Oppo A71 kuch bhi naya nahi kuch khas nahi ek midrange avg device hai 20000 ki price bouhat zyada hai is se better oppo A57 Huawei honor 8lite vegara hai price 15000 k as pas honi chahiye thi..itnii price agar ly rhyy to phone b ashaaaa hone chahiye thaaa naaa lkin kucch ashaaa hay ni below avg lgtaa mujhy to ,Neg
Bbws mbl hy oppo company bekar hy ,Neg
 oppo Ka best model ho GA Colorado is 3.1 k Sarah android 7.1 aor bht se new function k Sath.. 5th September ko launch Hoga,Neu
Koi btaey mujhy k A71 2018 kaisa set hey matlabb camera and performance kaisi hay??,Neu
Out standing cell phone ha ..... shape boht nice ha ,Pos
AoA bro ap loag bus Sale ki baty karty rehty ho sub plz jis ny ye mobile use kia hy wo coment me b sub bataya kary k bettery kisi hy touch kesa hy hang tu ni hota jab load ziada ho ya garam tu ni hota ziada ye zaror bataya kary bro thanks,Neu
Noman bro kahan se liya ap ne aur kitni price hai is ki please contact me,Neu
zakia g aa gya hy mai ny ly bh liya hy,Neu
 mein taqreeban 1 year honay Wala ha use kr rha hun.. bht lyt weight aur slim ha ....,Pos
es ki qimat zada sirf 3d camre ki waja se hai r sirf es ka super vooc flash charge jo 10min mai 40percent battery charge kr deta hai bus ye he khas hai baqi sab simple hai or price 50 to 65 k mid mai honi chaiye thi,Neu
bhai log is mobile k mehnga honay ki just ak wja ha or wo 3d stereo camera ha jo almost 80000 ka mlta ha... bs baqi sb whee ha... sb mobile brands ma yhe hta ha... samsung b hr set ma thora camera k frk daalta ha or set ki price lacs ma aa jati ha lakn ak bat kahun oppo is bhtr ha  samsung  sy  battery timing n hanging problems... samung k sb set net use or games k doran heatup hte han oppo ka smal set b heat ni hta it,Neu
Farhan bhai bilkul sahi kaha iss price par ye scrap kon lega huawei iss se bohut bahtar hai,Neu
Kuch din wait Kar lein Huawei p20 pro aa raha hai jo is fazool set se 1000time better device hai is kachra set pe 109000 kharchna bakwas hai is se kahi better Nova 3 hai jiske cameras be out class hai battery memory display sub aacha hai sirf uski Ram Kam hai baqi sub kuch aacha hai wo 51000 52000 ka market mai mil jata hai,Neu
Iss ke qeemat 60k hone chahye the aur battery 5000mah hone chahye the front camera aperture 1.5 hona chahye tha with double led flash mere khayal se Oppo ab ahsita ahsita apne cheez ko bekar bana raha hai aur qeemat bhe bohut zada rakh raha hai iss qeemat mein log brands ko he lein ge pese ka ziya ke ilawa kuch nahi hai jo bhe iss ko lega..oppo ny apna meyar gira diya haaaa boht,Neg
"Pori dunya main is ka rate jaiz hay, aor world main yeh 570 dollor ka hay, aor pak main 820 dolor ka hay, india main amazon.in par 2000 cash back k sath 43000 ka hay, jo k pakistani 77000 bantay hain",Neu
yar phone main jo processor laga ha top ka ha snapdragons ka jo technology i phone ma ha us type ka processor laga ha top ranking ka mobile ha but menga ha humri range se bhair ha,Neu
